title,description,bloggername,bloggerlink,postdate
코로나 확진 자가격리 일기 (+증상) - 1,잊기 전에 남기는 코로나 자가격리 양성뜨기 전날 낮부터 약간 컨디션이 안좋았다 근데 최근에 좀... 생각하고 집에 있던 두통약을 먹고 그대로 다시 기절 코로나 확진일거라고는 정말로 상상조차 하지 못했다...,일상을 담다,https://blog.naver.com/nuguya_,20220816
코로나 4차 접종예약 대상자 및 시기,"코로나 4차 접종을 통한 감염 자체의 예방 효과는 20.3%로 높지 않지만, 중증 및 사망 예방은 50... 따라서 오늘은 코로나 4차 접종예약 방법과 대상자 및 시기에 대하여 확인해 보겠습니다. 코로나 4차 접종...",의학노트-진료실의 QA,https://blog.naver.com/assdfg2,20220715
[주간일기] 코로나19 확진자의 일주일,"내가 코로나에 걸릴 줄은 전혀 몰랐는데...! 어쩌다 코로나에 걸린 자의 일주일,,,(ing) 8.4(목) 추정컨데 지난주 목요일부터 코로나 잠복기였던 듯 남친이 코로나 걸려서 목욜부터 몸상태가 악화되다니 금욜에 확진...",YOUNG AND BEAUTIFUL,https://blog.naver.com/qhqoqhdud,20220811
220813. 노바백스 백신 3차 접종 / 코로나 확진 5개월 후,"코로나 확진자 격리 해제 5개월만에 백신 3차 접종 컴플릿. 코로나 백신 3차 접종을 계획 했다기 보다는 얼결에 떠밀려서 맞고 왔다는 표현이 옳을 듯. 사연인 즉, 토요일을 만끽하던 중 지난주에 확진되어 격리...",일상을 대하는 법.,https://blog.naver.com/joel07,20220815
"코로나 재유행부터 4차 백신 접종 계획까지! A to Z, 세스코가...","코로나19 일일 확진자가 최근 15만명에 육박하며 코로나 재유행 추세가 심상치 않습니다. 국민들의 불안감이 커져가는 가운데, 현재 지원 정책부터 4차 백신 접종 계획 등 알아두면 좋을 코로나 상식을...",세스코 공식 블로그,https://blog.naver.com/cescomembers,20220811
[부동산 창업 스토리 5] 코로나와 새옹지마,"[부동산 창업 스토리 5] 코로나와 새옹지마 코로나와 관련 없는 직업이나 코로나로 인해 더 호황인 직업도 있어요. 하지만 대부분의 직업, 특히 자영업자는 코로나에 직접적으로 영향을 받아요. 코로나...",베스트플레이스,https://blog.naver.com/webmaja,20220814
코로나 확진 후 기침 허리통증 심했던 3일차 이야기,증상이 있을 건 모두 다 있었던 코로나 확진 3일 차 증상 두통 없음 열 없음 기침 심함(가래 조금)... 검색해보니 코로나로 허리통증이 있었던 사람들이 있다고 한다 아침이 심했고 오후되니 점점 나아졌다....,"꿈을 향한 모든 순간, 그 기록",https://blog.naver.com/meyou27,20220813
병원 직원 코로나확진 무급휴가? 유급휴가?,병원직원 두명이 코로나 확진이 되었습니다. 격리기간동안 무급휴가인가요? 유급휴가인가요? Q. 노무법인 해닮 이동직 노무사입니다. 사업장 내에서 코로나 확진이 됐을 경우 사업장 귀책에 해당돼...,"대한민국 대표 의사커뮤니티, 메디114",https://blog.naver.com/medic0114,20220814
병원 직원 코로나확진 무급휴가? 유급휴가?,병원직원 두명이 코로나 확진이 되었습니다. 격리기간동안 무급휴가인가요? 유급휴가인가요? Q. 노무법인 해닮 이동직 노무사입니다. 사업장 내에서 코로나 확진이 됐을 경우 사업장 귀책에 해당돼...,"대한민국 대표 의사커뮤니티, 메디114",https://blog.naver.com/medic0114,20220814
코로나 바이러스의 위협! 가정에서 극복하는 방법과 노바이러스...,"코로나 바이러스가 재확산되면서 실외로 나가시는 분들보다 실내에 머무르시는 분들이 참 많으실텐데요, 특히 아이가 있는 가정이시라면 더욱 더 코로나 바이러스를 예방하기 위해 아이에게...",GATEVISION 다이슨 로라스타 이메텍 비쎌 노바이러스,https://blog.naver.com/gatewelly,20220816
[청어람주니어] 코로나19보다 더 힘센 것,코로나19보다 더 힘센 것 처음 코로나가 발생했을 때 이렇게 오래 지속되리라고는 정말 상상도 못했네요 겨울방학이 점점 길어지고 6월이 되어서야 개학을 했지만 곧 다시 기약없는 원격수업..... 모든 일상이...,스민님의 블로그,https://blog.naver.com/96018013,20220807
[Guam] 마이뱅크에서 코로나 보장 여행자보험 가입하기,"여행자 보험을 알아보다보니 혹시 모를 사태에 대비에 코로나 보장이 있는 보험이었으면 했다. 헤이몬드는 한국인 가입이 불가하고, 찾아보다가 결국 마이뱅크에서 코로나 보장 없는 보험으로 가입을...",LalLal,https://blog.naver.com/hyuklove_3,20220811
베트남여행 코로나검사방법 다낭공항 코로나검사 이용후기,평생 안쓸거 같으니까 일단 시간순 무시하고 짧은거라도 먼저 써야지 ㅋㅋ 그래서 베트탐여행 코로나검사방법을 먼저 쓰겠음 그리고 가장 궁금해할것같은 다낭공항 코로나검사 이용후기부터 ㄱ ㄱ 아마 매번...,★토니의사소한일상,https://blog.naver.com/cdolove,20220811
모더나의 2가 코로나 19 백신을 승인한 영국,2가 코로나 백신을 승인했습니다. 모더나가 개발한 mRNA-1273.214은 BA.1 오미크론 변이에... 앞으로 코로나 19 다가 백신 시대를 예고하는 백신이기도 합니다. 영국 정부 보도 자료: https...,고든의 블로그,https://blog.naver.com/jjy0501,20220816
"코로나 자가진단 키트 자가검사 사용법, 양성 음성 희미한 두줄?","코로나 자가진단 키트 자가검사 사용법 양성 음성 자가키트 희미한 두줄? 올해 초 3월에 #코로나19 확진자로 양성 판정을 받고 엄청 고생을 했었는데요, 건강한 사람한테는 가벼운 감기 몸살 증상 정도라고 해서...",살아있는인형가게 ``°³о♡,https://blog.naver.com/green557,20220810
코로나 가래기침 후유증 극복,"것도 코로나 시대를 극복하는 방법이 될 것입니다. 당장 약을 먹어야 한다-제 주변에서도 부몽 주변... 코로나 가래 처방받은 약 중에서 코포나라는 약을 먹고 기침과 가래 증상은 많이 개선되었지만, 그래도...",밤하늘에는 별이 떠있지,https://blog.naver.com/vocabulary14849,20220810
220804 격리호텔 생활(1): 코로나 검사,"그리고 방금전에 코로나 PCR 검사단이 왔다갔는데.. 입국 3일, 5일차엔 PCR 검사단이 호텔방으로 친히 찾아와서 검사해주신다.. 게다가 위에 적혀있다시피 격리 끝난 후에도 커뮤니티센터라는 곳에 가서 코로나...",The Way I Am,https://blog.naver.com/slater12,20220804
나 코로나 한번 걸렸는데 설마 또? 상상 코로나 망상 코로나,"연일 코로나 확진자 수가 증가하고 ""정부 8월 중 확진자 정점 20만명 전망""한다는 뉴스에 제가 사는 소도시인 춘천은 오늘 코로나 확진자 수가 950명을 넘었다고 안내 문자도 왔어요. 저는 외부 활동을 거의 하지...","코바늘 작가, 샤샤친구팩토리",https://blog.naver.com/jiyeon0909,20220810
코로나 확진자 격리일기. 8월 최신판..,코로나 투병기! 2022년 8월 2일부터 증상이 있었어요ㅠ 후.. 지금 전국민 5명중 2명이 확진자라는... 삼일째 되는날 열이내려서 살만한데 진짜 아픈데 코로나가 아닌게 이상해서 코로나 키트검사를 또 해봤더니...,게으름쟁이,https://blog.naver.com/znqm,20220806
"확진자와 식사후, 코로나 자가진단 키트 연한두줄",코로나 재유행에 결국 저도 확진되고 말았네요 ㅠㅠ 지난주 친정식구들이 여동생부터 줄줄이 확진되기 시작했기에.. 멀게만 느껴지던 코로나가 코앞까지 다가온 느낌이어 무서웠는데.. 전업주부라 집에 있는...,♬ Deja-Vu ♬,https://blog.naver.com/dejavu0125,20220809
[코로나 이후 첫 해외여행/호주여행] 호주 입국 절차,"코로나 이후 첫 해외여행, 호주에 가다. 호주 입국 절차 알아보기 (22년 7월 22일 기준) 블로그 챌린지에서도 말씀드렸듯이 호주는 저에게 조금 특별한 나라가 되었습니다. 왜냐하면 코로나가 터지기 전에 갔던...",쭈절주절,https://blog.naver.com/jyj38,20220814
오미크론? 켄타로우스? ba5? 코로나 증상 일기,코로나 증상일기 흑흑 ㅠㅠㅠ 나는 안걸릴쥴.... 증상 발현 전날 회사 사무실에서 돌아가면서 한명씩 코로나에 걸리기 시작함 1걸리면 2걸리고.... 전날 같이 밥먹은 동료가 저녁에 양성임을 알려줬고 나는 올초...,Apple LIFE,https://blog.naver.com/gy6010,20220806
21주 임산부 코로나 증상과 격리 일상,이미 지난 일이지만 임신 21주차에 코로나 확진으로 겪었던 증상과 격리 일상을 기록해 볼게요. 한번씩... 코로나는 생각도 안했어요. 베프는 더위를 많이 타는 체질이라 며칠간 베란다 문 열고 잤는데 저는 살짝...,밥벌레의 잡스런 이야기,https://blog.naver.com/jujupnara2,20220808
코로나 후유증 심한 어지러움 설사 미각 가래 피로 두드러기,"안녕하세요, 화읽남 입니다 오늘은 코로나 오미크론 BA5 후유증에 대해 기록을 남기려고 합니다 저는 여러 가지 코로나 후유증을 겪고 있고 현재 코로나 오미크론 BA5 바이러스에 감염된지 12일째가 되는 날인데요...",화장품읽어주는남자,https://blog.naver.com/cosreader,20220811
온가족 코로나 확진,"그 집 아기가 원래 아팠는데, 코로나일거라고 생각을 못했던.. 월요일 밤 갑자기 목이 간질간질... 이건 코로나겠구나 하는 생각이 딱 들었다. 절망. 임신기간부터 지금까지 용케도 잘 피해왔다 생각했는데 조금...",홍이야 : 언제나와 같이 빛나리,https://blog.naver.com/candy108,20220812
코로나 후유증 가래 대처법!,"코로나 후유증 가래 통원과 입원 중 선택할 수 있는데 판단하는 컨디션이 집중적으로 건강 회복이 필요한 상황에서 다행히 휴가를 낼 수 있어 일주일 동안 입원 치료를 선택했어요. 코로나 후유증의 가래, 사실...",밤공기를 마시며,https://blog.naver.com/absent2416,20220816
우리집 코로나 상황,"밀접 접촉자로 자가격리를 한 적은 있었지만, 가족 중 코로나에 처음으로 남편이 확진되었다. 어른인... 남편의 코로나는 밤이 될 수록 심해진다. 낮 동안 마신 커피의 카페인이 떨어지고 체력도 같이 떨어지면...",햇살미소와 함께,https://blog.naver.com/choheelee77,20220811
콜록콜록 코로나 확진 후기(ft. 자가격리),8월 7일 엄마가 코로나 확진. 나는 음성..이었지만 저녁부터 몸에 기운이 없음. 열은 없으나 밤새 20번... 코로나 확진. 열과 기침 약간. 속쓰림 현상이 사라짐. 8월 10일 온가족 확진되어 집에서 자유롭게 활보...,바람과함께사라질까,https://blog.naver.com/alonecatv,20220814
코로나가 우리를 바꿔놓은 것들_박원오,"2020년 1월, 국내 첫 코로나 환자가 발생한 후 현재까지, 코로나는 변이에 변이를 거듭하며 여전히 우리 삶에 남아 영향을 미치고 있다. 이 코로나는 우리 생활 전반에 걸쳐서 당연하게 여겨지던 것들을 이제는...",전라북도청소년활동진흥센터 공식 블로그,https://blog.naver.com/youth0479,20220722
[10/24] 8월 2주차 코로나 확진,CPI 발표 PPI 발표에 따른 요동이 있었지만 결국 코로나 확진..ㅎㅎ 이거 정말 아프다. 목을 도려내고... 그래도 확진자도 병원이나 약국 갈 수 있게되서 다행 신병과 아우터뱅크스 보러가야겠음 코로나 싹둑.,대관절의 오꿈그꿈 블로그,https://blog.naver.com/comcho459,20220812
"코로나 피해 소상공인, 年 1.5% 금리로 3000만원 빌릴 수 있다.",만약 코로나 19 피해 소상공인과 자영업자라면 이 같은 혜택을 받을 수 있습니다. 신용보증기금과... 지원대상은 개인신용평점 920점 이상인 고신용 자영업자 또는 소상공인으로 지난 2년간 코로나...,충주 모아부동산,https://blog.naver.com/free1796,20220816
코로나와  프로폴리스,"70이상의 고령자이면서 기저질환자인 나와, 집사람은 코로나 예방백신을 4차까지 접종한 덕인지 지금까지는 코로나 감염 재앙을 피해왔다. 밤 사이 많은 수분을 머금은 무거운 구름이 미쳐 하늘로 올라가지...",검화당,https://blog.naver.com/bhchung9988,20220811
"코로나 원스톱 진료기관(의료기관),강남구 역삼동",강남구 역삼동 코로나 원스톱진료기관 서울배내과 코로나 확진자가 다시 증가하고 있습니다. 5월과 6월 기간동안 자유롭게 여행다닐 수 있어 좋았는데 지금은 조심스럽긴 합니다 최근 질병관리청에서 향후...,서울배내과,https://blog.naver.com/doctorbae75,20220808
"코로나 신속항원검사 병원 비용,  약국 약값 및 확진자 증상","코로나 신속항원검사 병원 비용, 약국 약값 및 확진자 증상 안녕하세요 신자매입니다 :) 코로나가 재유행하면서 신자매도 코로나 확진 판정을 받게 되었어요ㅠㅠ 신자매도 궁금하던 코로나 신속항원검사 병원...",신자매 블로그,https://blog.naver.com/sinhyhj,20220810
"대한결핵협회, 임직원 대상 코로나19 항체검사 실시",[ 대한결핵협회 NEWS] 협회 임직원 및 가족 중 희망자를 대상으로 코로나19 항체검사 실시 방역당국은 코로나19의 대유행 상황 속에서 코로나19 감염력을 파악하기 위해 전국 단위 전 연령층을 대상으로 항체...,대한결핵협회,https://blog.naver.com/knta_pr,20220811
코로나 비상!!,"코로나 확진자 !! 급증 이네요. 주변에 확진으로 재택치료 들어갔다는 소식이 종종 들려옵니다. 저희 또한 #코로나단식케어 가 늘어나고 있어서 완전 체감되는 요즘인데요, 이번 코로나는 지난 번 오미크론보다...",유니-웰 오혜숙생활단식 ㆍ 황 백 원,https://blog.naver.com/zusandong,20220804
코로나 확진자 가족 나는 또로나를 피했지만..,"제가 4월 쯤에 코로나에 걸렸었는데요. 저는 모더나 2차까지 맞고, 4월 30일이 180일정도였던 상태에서 코로나에 확진되었답니다. 그 당시에 부모님이랑 같이 살고 있었고, 두 분은 화이자 3차까지 다 맞으셨던...",꽃다운제이나,https://blog.naver.com/qmffnrhdwn,20220807
"블로그 챌린지 주간일기 - 9, 코로나","사실 코로나 시대에 감기에 걸려서 코로나 인줄 알았다가 마음 졸이며 검사해도 결국 감기였던 적이 많아서, 이번에도 감기 아닐까 생각했다. 증세가 조금 강한 것은 있지만, 감기야 원래 증세가 강한 것도 있고...",다시 한번 더,https://blog.naver.com/guswnsrhtn12,20220813
코로나재유행 신속항원검사병원  코로나검사비용,코로나재유행 신속항원검사병원 코로나검사비용 안녕하세요? 소식하는 부자입니다. 실외마스크도 풀리고 이제 코로나가 잠잠해지나 했는데 다시 코로나재유행(재확산)하고 있어요. 요즘엔 과학방역이라 해서...,소식하는 부자,https://blog.naver.com/goodsela222,20220805
베트남여행 해외여행자보험 코로나19 격리 지원 준비하기,"한 가지 우려스러운 부분은 베트남의 경우 더 이상 코로나 확진자 숫자를 공식으로 집계하지 않고, 현지인들이 여름방학을 맞아 베트남 국내로 대규모 여행을 떠나면서 해외여행 중 코로나19에 확진될 확률이...",너구리 가족의 땅굴 밖 여행,https://blog.naver.com/jamjma98,20220810
코로나 후유증에 이런 증상은 한의원에서 치료할 수 있어요,"코로나 확산세가 점점 감소하는 듯 하더니, 다시 확산되고 있네요. 4차 백신 접종을 해야 하냐면서... 코로나에 감염되는 것은 무섭고, 백신을 맞고 건강이 나빠지는 것도 무서운데...어찌해야 하나 불안해서...",미소담의 담적치료,https://blog.naver.com/signball,20220812
코로나 확진자 증상 후유증 기침 계속 가래와 함께 나오는 상황,"안녕하세요, 화읽남 입니다 오늘은 코로나 확진자 16일차의 증상에 대해 자세하게 이야기를 나누어 볼 수 있도록 할게요 생각보다 확진 이후 시간이 많이 흐른 것 같은데 여전히 코로나와 관련된 좋지 않은...",화장품읽어주는남자,https://blog.naver.com/cosreader,20220815
코로나 기침 증상 현명하게 대처해요!,"(재료의 주문은 쿠팡에 둔)코로나 목의 통증이 시작되므로 목을 더 보호하기 위해서 생강도 넣어 푹 고아 먹는 코로나 기침 가래, 증상 완화에 좋다면, 만약 집에 감염자가 있으면 좋겠어요. 천식 기도의 만성적...",밤공기를 마시며,https://blog.naver.com/absent2416,20220816
"방역당국, 의료기관에 코로나 먹는 치료제 적극 처방 당부","코로나19 환자 진료기관에 보다 적극적으로 먹는 치료제 처방을 고려해달라고 당부했습니다. 12일 중앙방역대책 본부(발대본)에 따르면 요양병원 입원, 요양 시설 입소 환자 등 고위험군에는 코로나19 확진...",대한민국 인사혁신처,https://blog.naver.com/mirae_saram,20220816
[경남 창원] 내가 코로나라니 _ 창원보건소 선별진료소 주말검사,내가 코로나에 걸리다니.... 하고 좌절 중인데요. 2020년 2021년도 잘 버텼건만 어찌 집콕나날인 요즘... 계속 집콕 하... 코로나 모두들 조심하세요. #코로나검사 #창원보건소 #보건소PCR #창원보건소선별진료소 som'2022,솜 그림일기,https://blog.naver.com/somi245,20220813
둔산동한의원 코로나증상 이후로 기력이 없다면,코로나 초기부터 백신 후우증 뿐만 아니라 코로나후유증 치료 잘하는 곳으로 알려지면서 수천건의 치료 케이스를 쌓아 왔습니다 많이 찾와와주시는 것에 책임감을 가지고 끊임없는 연구를 진행하여...,해가온한의원,https://blog.naver.com/syryun,20220816
"20220810 : 코로나 양성 후기(숙박 요양, 호텔 요양)",코로나 그 길고 긴 이야기 7월 29일 금요일 대망의 코로나 백신 4차를 접종함 감염자가 급속도로 늘어나던 시점이었으므로 얼른 맞아서 항체를 만들자!!!라는 마음이었음 그리고 금요일 저녁 10시쯤… 에어컨...,夢,https://blog.naver.com/mylovejun27,20220810
10. 또 코로나 걸려서 수발드는중,이번해에 코비드 걸린 J가 또 코로나걸림ㅋ큐ㅠㅠ 실화입니까? 아니 저번주 목요일이었나 금요일부터 목이 이상하다며 하는순간 난 알았지 코비드걸렷구나 바로 방 격리 ㄱㄱ 왜냐면 코로나때 너무 고생해서 또...,호주에서 기록하기,https://blog.naver.com/heh904,20220804
다낭 코로나 검사 한국 입국 다낭 공항 코로나 무료 검사...,"다낭 코로나 무료 검사 다낭 공항 코로나 검사 다낭 호이안 여행을 끝내고 한국 입국하려면 코로나검사를 해야해요!!! 한국으로 돌아올때 코로나 검사 신속항원 검사(rat검사)는 의무(단, 6세미만 영유아는...",미우씨&apos;s Jeju Life+Travel,https://blog.naver.com/miwoocya,20220815
한여름의 코로나 확진자_전조증상(목이 칼칼함)~1일차,"코로나가 세상에 나온 지 몇 년이 지났지만, 나는 운 좋게 한 번도 걸리지 않았었다. 백신은 맞기 싫어서 안 맞았고, 어쨌든 요리조리 잘 피해가나 싶더니! 며칠 전에 코로나에 걸려버리고 말았다. 어디서...",자발적 방랑자의 인생,https://blog.naver.com/boa_3126,20220813
"코로나 2, 3일차 후기",코로나지만 알차게 지내야겠다며 바쁘게 움직였다. 이번에 코로나로 칩거생활을 하면서 처음으로 쓱배송으로 장을 봤다. 일주일간 배달음식 대신 되도록 집밥을 해서 먹을 것이다. 와 주문하고 대여섯시간만에...,덕질할고냥,https://blog.naver.com/goldenshuu,20220804
[코로나19/속보]‘수원시 일일 코로나19 종합상황’ 알림,‘수원시 일일 코로나19 종합상황’ 알림 [2022. 8. 17.(수) 10:00 기준] 수원시... * 면역저하자의 범위는 코로나19 예방접종 누리집 (https://ncv.kdca.go.kr)>알림·서식>안내문>‘면역저하자 코로나19...,도란도란 수원 e야기,https://blog.naver.com/suwonloves,20220817
"코로나19 기저질환 가장 위험한 것은 ""고혈압""",코로나19의 신규 확진이 늘고 있으며 4월 중순 이후 최고치를 예상한다고 하는데요. 벌써 누적 확진자가 2천만 명을 넘겼다고 합니다. 이것은 국민 2.5명 중 1명꼴로 코로나에 걸렸다는 것을 의미하기도...,햇살고운한의원 블로그,https://blog.naver.com/haessalee,20220805
코로나 확진자 6~7일차 증상 후기 기침 거의 없어짐 미각...,코로나 확진 후기 그 마지막 이야기 6~7일차 증상 열 없음 기침 거의 없어짐 미각 7일차때 조금씩... 코로나가 감기라고 생각했는데 감기는 아닌 것 같고 그보다 더 지독한 녀석인 것 같다. 나는 상대적으로 증상이...,"꿈을 향한 모든 순간, 그 기록",https://blog.naver.com/meyou27,20220817
‘롱코비드’ 대표 증상 및 치료법 - 코로나19 후유증,"코로나19를 겪은 사람들 대부분은 치료 후 완전히 회복됩니다. 하지만, 일부는 완치 후에도 증상이... 2개월 이상 지속된다면 롱코비드로 정의 롱코비드는 코로나19 후유증을 뜻하는 용어로 보통 감염 후 한...",CHA그룹 공식 네이버 블로그,https://blog.naver.com/chagroup,20220816
[일상] 코로나 걸렸을 때 (1),"#코로나19 #코로나19확진 #코로나증상 팬데믹 터널을 무사히 통과한 1인이 되고 싶었다. 쉬는날에도 집에만 있고, 쉬는날이라도 사람 몰리는 곳엔 가지 않았고, 영양제도 열심히 챙겨먹었드랬다. 그런데, 이런...",제냐의 달콤한 일상,https://blog.naver.com/karakuri,20220811
코로나 백신 4차 접종 후 2주내 토론토 지역 의사 5명 급사,"27세 소아과 의사 칸데스 나이만 박사가 코로나 백신 4차 접종후 급사했습니다. 소아과... 물론, 병원 측은 코로나 백신과의 연관성을 전면 부정했습니다. https://www.lifesitenews.com/news...",관심가는 대로,https://blog.naver.com/peace_2000,20220805
코로나 확진 4~5일차 미각상실 증상 나타남 남편은 열지속,코로나 확진 된지 벌써 오늘로 5일차이다. 4일차때는 심한 기침이 종종 나왔고 별다른 특이 증상이... 요즘 코로나 바이러스는 미각상실 증상이 없을 줄 알았는데 찾아보니 많은 분들이 겪고 있네 갑자기 두렵다...,"꿈을 향한 모든 순간, 그 기록",https://blog.naver.com/meyou27,20220814
[장성 지원금]  ‘소상공인 코로나19극복지원금’ 20만원을...,‘소상공인 코로나19극복지원금’ 20만원을 지급합니다! [장성 지원금] 이달 22일부터 민선8기 공약사업인 ‘소상공인 코로나19극복지원금’ 지급을 시작하는데요! 이에 대한 소식 황룡이가 전해드릴게요...,장성군 공식블로그,https://blog.naver.com/yellowcity-js,20220817
코로나 다시 재유행하고 있습니다. 거기에 대한 방역방안을...,코로나가 다시 재유행을 시작했다고 합니다. 뉴스상에 나오는 숫자는 정확하다고 할수 없다고들... 코로나 검사 자체를 안받는 사람이 늘어나고 있어서라고 합니다. 이럴때일수록 더 코로나방역에 신경써야할...,그레이스기프트,https://blog.naver.com/bnb722,20220817
뒤늦은 코로나 확진 그리고 코로나 증상,흑흑 신기하게도 링겔 맞으니 진짜 오한 증상 싹- 사라짐 그래서 코로나 아닌가보다 하고 집에서... 이번 코로나나 겁나 목이 아프다던데 나는 목이 많이 아프지는 않았고 몸살 기운처럼 오한이 겁나 세게 옴...,RYUNI 려니,https://blog.naver.com/ryuni87,20220811
7월 근황 및 코로나 확진 후기,"무렵 코로나에 걸려 버렸다... 7.30일 토요일 인후통과 미열이 있어 다음날 병원방문, 코로나 양성 판정을 받았다 감염경로를 추측해보자면 아무리봐도 회사에서 걸린 것 같은게 찐집순이라 지난 일주일간...",back to the basic,https://blog.naver.com/boss6432,20220803
코로나로 막혔던 하늘길 열리다! 단기비자 및 전자비자 발급 재개,"법무부 지난 코로나19가 한참 진행되던 2020년, 코로나19의 해외유입을 차단하고자 2020년 4월 13일부터 단기 방문 비자 및 전자비자의 발급을 중단했었습니다. 법무부에 따르면, 이번 조치는 2022년 3월 10일...",행복해지는 법,https://blog.naver.com/mojjustice,20220816
한여름의 코로나 확진자_자가격리 2일차~3일차 ( 인후통엔...,"코로나 확진을 받은 첫날, 약 때문인지 오후와 저녁쯤엔 생각보다 상태가 괜찮은 줄만 알았다. 그러나... 사실 코로나 걸리기 며칠 전부터 탕수육이 너무 먹고 싶었는데, 못 먹어서 이날 시켰었다. 목이 아팠지만...",자발적 방랑자의 인생,https://blog.naver.com/boa_3126,20220815
코로나19에 걸렸다,내가 가장 싫어하는 통증이 두통인데 코로나는 나에게 강렬한 오한과 함께 두통을 몰고 왔다.... 목에 가래가 끓는 것만 빼면 컨디션 괜찮다. (가래기침은 유한양행 코푸 시럽 먹음) #코로나확진 #글그림진,글그림_진,https://blog.naver.com/kim_hyeonjin,20220802
코로나19 재확산,11월쯤 코로나가 다시 감염이 많이 될줄 알고 있었는데 더 빨리 저희들을 또 괴롭히고 있지요 ㅠㅠ... 무섭고 지겨운 코로나 전세계 재앙이 정말 몇년 째 피부가 숨도 못쉬는 일상 생활이 이어지고 있는데요....,연정이네,https://blog.naver.com/jsd1193,20220810
청어람주니어 :: 코로나19보다 더 힘센 것,"주춤했던 코로나가 다시 기승을 부리는 요즘, 청어람주니어에서 초등 저학년들에게 도움이 될만한 신간이 나왔어요. 바로 <코로나19보다 더 힘 센 것>이라는 제목의 현실적인 내용을 담은 동화입니다. 이번...",(: 각설탕의 하루는 레트로팝 :),https://blog.naver.com/leesohyun82,20220803
건강 빵으로 코로나 후유증   입맛  살려보기,코로나 후유증 2주 차 이제는 전과별 다름없는 일상으로 복귀된듯하다 약간의 코로나 기침과 가래는 도라지 농축으로 도움을 많이 받았고 목소리 변화는 열심히 노력한 식염수 가글이 도움이 된듯하고 약간...,업라이프,https://blog.naver.com/perfect_mom,20220808
코로나19 양성 판정을 받았다 ㅠ,결과는 코로나 양성 판정..ㅠㅠ 휴가 문제로 회사에 곧장 알리고 개인휴가가 아닌 일주일 인병휴가를... 8월 10일 수요일 딸아이까지 확진됐다 ㅠ #코로나확진 #코로나19 #양성판정 #길내과 #류마내과,"Sin pausa, sin prisa!",https://blog.naver.com/wh27,20220808
인천광역시교육청 청소년 방역자치단 코로나19 라디오 사연...,인천광역시교육청 청소년 방역자치단 ‹우리 4 2 0.2m› 팀이 코로나블루를 겪고 있는 여러분을... 우리 4 2 0.2m팀은 코로나19가 심리에 끼치는 영향에 주목하여 사람들 간의 따뜻한 소통이...,인천광역시교육청 공식 블로그,https://blog.naver.com/icehongbo,20220803
타카하시 리에 코로나 양성,#성우 #타카하시리에 #코로나19 https://www.81produce.co.jp/dcms_media/other/220722_News_COVID-19.pdf 당사 소속 배우의 신종 코로나바이러스 감염증 양성 확인에 대해 2022년 7월 22일 이번에 당사 소속 타카하시...,내친구 타마마,https://blog.naver.com/28686,20220722
런던/파리 여행준비_#5 프랑스 코로나19 입국제한 조치...,220805 코로나19 입국제한 조치 실시/해제 국가 (외교부 해외안전정보) 포스팅에 앞서 각국 입국제한조치 실시/해제 여부는 본인이 반드시 다시 확인하셔야 합니다 런던/파리 여행을 준비하면서...,Bonhomie:친절한 마음씨,https://blog.naver.com/6_bbang,20220805
몽골여행:: 몽골여행 입국 및 코로나 검사,몽골여행:: 몽골여행 입국 및 코로나 검사 많은 고객님들이 요즘 염려하시는 게 있어요 몽골에서 코로나에 걸리면 어떻게 하나요? 몽골여행 중 코로나 검사 받을 수 있나요? 한국행 비행기는 탈 수 있나요?...,작은별여행사_공식블로그,https://blog.naver.com/koreahdc,20220810
나의 코로나 확진 리뷰 (임신 31주차),"코로나에 걸려버렸다. 추측된 그 날 이후, 목이 부은 느낌만 살짝 들었다. 그 다음날도... 평소와 다르게... 코로나 확진 후기보면 무슨 목에 칼날 있는 느낌, 바늘꽂힌 느낌이라던데... 네, 정말이구요. 너무아파서...",까루미의 조곤조곤 블로그,https://blog.naver.com/kindjihyun,20220810
드디어 코로나 격리 해제,8/1일 양성판정을 받고 격리 이후 드디어 오늘 해제가 되었다 코로나 바이러스에 내 몸도 완벽히... 온가족 코로나 격리고 힘들었지 이제 그런 몹쓸 바이러스는 우리집에 안왔으면 좋겠다 다들 걸리고 마지막...,코코구름이네♡,https://blog.naver.com/sns44,20220808
"부모님 코로나 확진 여동생, 오빠가족 줄줄이 확진",금리인상 코로나 우세종의 대유행 정말 힘겨운 날들의 연속이다. 7월에 여동생 가족이 확진을 받았다.... 여기저기 아픈데 많으셔서 걱정인데 코로나까지.. 이번 코로나로 자영업자인 오빠는 손해가 어마어마....,낑깡공주와 고양이부대 강아지특공대,https://blog.naver.com/yuria8878,20220811
우리가족도 코로나1,이번 코로나가 아세타미노펜(타이레놀)은 영 열이 안 떨어진다는 소문을 이미 접했기 때문이지요 진아까페 감사드립니다. 딸이 양성이란 말에 가까운 문산 성모병원으로 신속 항원검사를 한 남편...,아프니,https://blog.naver.com/afnasong,20220816
파리여행:: 입국/출국 코로나 현황은?몽쥬약국 신속항원 정보...,"파리여행 꿀팁 :: 입국/출국 코로나 검사 안녕하세요! 드디어 시작된 해외여행~~ 그치만 코로나와 관련된 유럽 각국의 입국, 출국 기준과 코로나 걸렸을 때 격리 부분이 다르기 때문에 헷갈리는 부분이 있어요!...",민트콩의유럽,https://blog.naver.com/hoti7746,20220812
