title,originallink,link,description,pubDate
코로나 위기 속 새일센터와 희망을 찾다…취·창업 우수사례 공모,https://www.news1.kr/articles/4774357,https://n.news.naver.com/mnews/article/421/0006281104?sid=102,여성가족부는 11월4일까지 '2022년 경력단절여성 취·창업지원 우수사례'를 공모한다고 17일 밝혔다. 이번 공모는 여성새로일하기센터(이하 새일센터)를 통해 취·창업에 성공한 경력단절여성 등의 우수사례를 발굴하고... ,"Wed, 17 Aug 2022 06:00:00 +0900"
백신 4번 맞은 화이자 CEO 코로나 ‘양성’,http://www.segye.com/content/html/2022/08/16/20220816519237.html?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003725615?sid=104,앨버트 불라 “매우 가벼운 증상” 美국방장관 반년 만에 재확진 신종 코로나바이러스 감염증(코로나19) 백신을 4번 맞은 미국 제약사 화이자의 앨버트 불라 최고경영자(CEO)가 코로나19 양성 판정을 받았다. 로이드... ,"Tue, 16 Aug 2022 20:10:00 +0900"
"박형준 부산시장, 코로나19 확진…1주일 재택치료",http://www.munhwa.com/news/view.html?no=2022081501039910021006,https://n.news.naver.com/mnews/article/021/0002526490?sid=102,"부산시는 15일 박형준 시장이 유전자증폭(PCR) 검사에서 코로나19 양성판정을 받았다고 밝혔다. 박 시장은 코로나19 확진에 따라 외부 일정을 모두 취소했고, 오는 21일까지 7일간 재택치료에 들어간다. 박 시장은... ","Mon, 15 Aug 2022 13:36:00 +0900"
"화이자 CEO, 백신 4차 접종에도 코로나 확진…“증상 매우 가벼워”",https://www.donga.com/news/article/all/20220816/114969025/2,https://n.news.naver.com/mnews/article/020/0003445617?sid=104,미국의 제약사 화이자의 앨버트 불라 최고경영자(CEO)가 4차례의 백신 접종을 마치고도 신종 코로나바이러스 감염증(코로나19) 감염을 피해가지 못했다. 불라 CEO는 15일(현지시간) 트위터를 통해 “코로나19 양성 판정을... ,"Tue, 16 Aug 2022 07:13:00 +0900"
수원역서 노숙인 대상 코로나19 백신 접종,http://news.heraldcorp.com/view.php?ud=20220817000033,https://n.news.naver.com/mnews/article/016/0002029219?sid=100,"수원시가 코로나19 재확산을 방지하기 위해 17일 수원역 정나눔터에서 노숙인을 대상으로 코로나19 백신 접종을 했다. 팔달구보건소 소속 의사·간호사 등 의료진은 거리 노숙인, 노숙인 시설 입소자·종사자 등 백신... ","Wed, 17 Aug 2022 07:29:00 +0900"
"""코로나 또 확진"" 재감염율 6.11%…17세 이하가 40.5%",http://www.newsis.com/view/?id=NISX20220816_0001979468&cID=10201&pID=10200,https://n.news.naver.com/mnews/article/003/0011365571?sid=102,"기사내용 요약 질병청장 ""재유행 진행 중…방역수칙 준수"" 거듭 당부 최근 1주간 코로나19 확진자 중 재감염 비율은 6%인 것으로 나타났다. 2회 감염자는 17세 이하가 40%로 가장 많았다. 16일 질병관리청... ","Tue, 16 Aug 2022 14:47:00 +0900"
"日, 코로나 ‘독감’처럼 다루나…전수조사 중지 검토",https://www.donga.com/news/article/all/20220816/114980706/1,https://n.news.naver.com/mnews/article/020/0003445673?sid=104,기시다 후미오(岸田文雄) 일본 총리가 신종 코로나바이러스 감염증(코로나19)의 모든 감염자를 찾아내는 전수조사 중지를 검토하라고 지시했다고 요미우리신문 등이 16일 보도했다. ‘2류 감염병’인 코로나19를 독감과... ,"Tue, 16 Aug 2022 16:34:00 +0900"
"개학 시즌, 코로나19 재유행 변수로 작용할까",https://www.yna.co.kr/view/PYH20220817023900013?input=1196m,https://n.news.naver.com/mnews/article/001/0013379437?sid=102,코로나19 재유행이 계속되고 있는 가운데 17일 오전 서울 시내의 한 초등학교에 방역에 따른 교문 통제 안내문이 놓여 있다. 이날 0시 기준 신규확진자가 약 18만 명에 달하며 18주 만에 최고치를 기록했다.... ,"Wed, 17 Aug 2022 09:41:00 +0900"
"수원시, 노숙인 등 80여명에 코로나19 백신 접종 실시",https://www.kgnews.co.kr/news/article.html?no=714283,https://www.kgnews.co.kr/news/article.html?no=714283,"대상으로 코로나19 백신 접종을 했다. 수원시에 따르면 이날 팔달구보건소 의료진은 거리 노숙인, 노숙인... 앞서 수원시는 지난달 20~25일 노숙인 시설과 협력해 노숙인들에게 코로나19 백신 접종을 홍보하고 접종... ","Wed, 17 Aug 2022 15:20:00 +0900"
재유행 정점 임박?…코로나 넉 달 만에 18만 명대,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0300&key=20220817.99099004494,https://n.news.naver.com/mnews/article/658/0000017633?sid=102,코로나19 신규 확진자가 재유행의 정점에 가까운 18만 명대로 급증했다. 앞서 방역당국이 하루 확진자 20만 명 이내로 재유행이 정점을 형성한 뒤 감소할 것으로 전망한 가운데 이날 수치가 유행 정점 도달을... ,"Wed, 17 Aug 2022 11:02:00 +0900"
"백신 4차례 맞은 美국방장관, 두번째 코로나19 확진",https://view.asiae.co.kr/article/2022081604232904985,https://n.news.naver.com/mnews/article/277/0005132886?sid=104,"미국의 로이드 오스틴 국방부 장관이 15일(현지시간) 코로나19 확진 판정을 받았다. 지난 1월에 이어 두 번째 확진이다. 국방부에 따르면 오스틴 장관은 이날 성명을 통해 ""오늘 아침 코로나19 테스트에서 양성으로... ","Tue, 16 Aug 2022 04:23:00 +0900"
멕시코의 코로나 확진자와 사망자 5주 연속 감소,http://www.newsis.com/view/?id=NISX20220817_0001980556&cID=10101&pID=10100,https://n.news.naver.com/mnews/article/003/0011366573?sid=104,여름철엔 감소세 7월 첫주 사망자 83명에서 8월15일엔 단 3명 [서울=뉴시스] 차미례 기자 = 멕시코의 코로나19... 멕시코 보건부는 코로나19의 대유행이 지금은 전 세계에서 골고루 확산되면서 주기적 발생 질환으로... ,"Wed, 17 Aug 2022 08:40:00 +0900"
중국 코로나 신규 637명·총 23만6898명...두달 3주째 사망 '0',http://www.newsis.com/view/?id=NISX20220817_0001980954&cID=10101&pID=10100,https://n.news.naver.com/mnews/article/003/0011367092?sid=104,"않는 코로나19에 걸린 신규환자가 600명 이상 발병했지만 추가 사망자는 지난 5월27일 이래 2개월... 637명이 코로나19에 감염, 누계 확진자가 23만6898명으로 증가했다고 발표했다. 전날 감염자는 591명... ","Wed, 17 Aug 2022 10:55:00 +0900"
'네버 코비드'는 '코로나 비감염'으로,https://www.ajunews.com/view/20220816092718926,https://www.ajunews.com/view/20220816092718926,아주경제=기수정 문화팀 팀장 violet1701@ajunews.com 문화체육관광부(장관 박보균)와 국립국어원(원장 장소원)이 '네버 코비드'를 대체할 쉬운 우리말로 ‘코로나 비감염’을 선정했다. '네버 코비드'는 코로나19에 한 번도... ,"Tue, 16 Aug 2022 09:32:00 +0900"
코로나 재유행 가운데 주요 감기약 줄줄이 가격 인상,http://news.tvchosun.com/site/data/html_dir/2022/08/15/2022081590065.html,https://n.news.naver.com/mnews/article/448/0000369871?sid=101,"코로나19 확진자가 늘어나는 가운데 주요 감기약들의 가격도 잇따라 인상되고 있다. 광동제약은 '쌍화탕'의 약국 공급가를 이번달 12% 올렸다. 광동제약 측은 ""원자재 상승에 따른 부담으로 올해 상반기부터 가격 인상을... ","Mon, 15 Aug 2022 08:01:00 +0900"
“한국은 코로나·진단 검사 분야 선도…과학기술로 감염병 대응 힘써주길”,https://www.joongang.co.kr/article/25094794,https://n.news.naver.com/mnews/article/025/0003217103?sid=100,게이츠 이사장은 16일 오전 국회에서 ‘코로나19 및 미래 감염병 대응·대비를 위한 국제공조의 중요성과... 한국은 코로나19와 진단 검사 분야에서도 선도적인 역할을 하고 있다”고 밝혔다. 또 “(한국은) 기타 감염병에... ,"Wed, 17 Aug 2022 00:01:00 +0900"
'코로나19 신규확진 8만4128명…위중증 563명',https://www.news1.kr/photos/view/?5528540,https://n.news.naver.com/mnews/article/421/0006279204?sid=102,16일 오전 서울 용산구보건소 신종 코로나바이러스 감염증(코로나19) 선별진료소에서 시민들이 검사를 기다리고 있다. 질병관리청 중앙방역대책본부(방대본)는 이날 0시 기준 코로나19 신규 확진자가 8만4128명... ,"Tue, 16 Aug 2022 09:55:00 +0900"
"경북, 4261명 코로나19 확진…사망자는 1명",http://www.newsis.com/view/?id=NISX20220816_0001978967&cID=10810&pID=10800,https://n.news.naver.com/mnews/article/003/0011364079?sid=102,"경북에서 코로나19 확진자 4261명(국내 4229, 국외 32)명이 새로 나왔다. 16일 경북도에 따르면 전날 포항 1044명, 구미 766명, 경산 589명, 경주 264명, 김천 240명, 안동 215명, 칠곡 169명, 영주... ","Tue, 16 Aug 2022 07:55:00 +0900"
코로나19 뚫은 졸업 축하합니다,https://www.news1.kr/photos/view/?5531232,https://n.news.naver.com/mnews/article/421/0006282404?sid=102,= 17일 오후 서울 동대문구 경희대학교에서 열린 학위수여식에서 졸업생들이 사진을 찍고 있다. 2022.8.17/뉴스1,"Wed, 17 Aug 2022 14:36:00 +0900"
코로나19 위중증 한 달 새 8배… 신규확진 6만2078명,https://biz.chosun.com/topics/topics_social/2022/08/15/BAZHITQE4VCLDLZLR3XZJN5LB4/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0000834169?sid=102,연휴 이틀째인 지난 14일 전국에서 6만2078명이 신종 코로나바이러스 감염증(코로나19)에 감염됐다. 이는 월요일 발표일 기준 18주만에 최다치다. 위중증 환자는 521명으로 한 달 사이 8배 넘게 늘어난... ,"Mon, 15 Aug 2022 09:36:00 +0900"
"코로나 백신 접종 후 '월경장애' 겪는 여성들, 최대 5000만원 지원",https://www.insight.co.kr/news/408243,https://www.insight.co.kr/news/408243,"= 코로나19 백신 접종 후 '월경장애'를 겪었다는 여성들의 부작용 관련 문의가 쏟아진 가운데, 실제... 관련성 의심 질환 추가로 코로나19 백신 접종 후 이상자궁출혈, 생리불순 등 월경장애로 치료를 받은 경우 1인당... ","Wed, 17 Aug 2022 08:24:00 +0900"
'코로나19 신규확진 8만4128명…위중증 563명',https://www.news1.kr/photos/view/?5528542,https://n.news.naver.com/mnews/article/421/0006279203?sid=102,16일 오전 서울 용산구보건소 신종 코로나바이러스 감염증(코로나19) 선별진료소에서 시민들이 검사를 기다리고 있다. 질병관리청 중앙방역대책본부(방대본)는 이날 0시 기준 코로나19 신규 확진자가 8만4128명... ,"Tue, 16 Aug 2022 09:55:00 +0900"
코로나 유입 南 탓하던 北… 韓·日 공동개발 코로나 치료제 소개,http://www.segye.com/content/html/2022/08/16/20220816517738.html?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003725540?sid=100,‘방역전 승리’ 선언에도 주민 방역 당부 북한이 국내 제약회사인 일동제약과 일본 제약사가 공동 개발 중이 신종 코로나바이러스 감염증(코로나19) 치료약 ‘조코바’의 효과를 소개했다. 16일 조선중앙방송에 따르면... ,"Tue, 16 Aug 2022 16:31:00 +0900"
"소녀시대 수영, 코로나19 후유증으로 후각 상실…""꽃향기 못 맡아 슬퍼""",https://ent.sbs.co.kr/news/article.do?article_id=E10010256032&plink=ORI&cooper=NAVER,https://n.news.naver.com/mnews/article/416/0000286563?sid=106,"그룹 소녀시대 멤버 겸 배우 수영이 코로나19 후유증을 고백했다. 16일 오후 방송된 JTBC 예능 프로그램... 수영은 ""나 코로나 걸리고 후각이 없나봐""라며 ""진짜다. 너무 슬프다""라고 속상해 했다. 또 ""이게 진짜 서럽다""라고... ","Wed, 17 Aug 2022 08:10:00 +0900"
"""이달 중 코로나19 재유행 정점""...확산세 줄었지만 중환자 계속 증가",https://www.joongang.co.kr/article/25094682,https://n.news.naver.com/mnews/article/025/0003216992?sid=102,"코로나19 확산세가 둔화되고 있지만, 중환자가 꾸준히 늘어나고 있다. 방역 당국은 코로나19 재유행 정점이 이달 말 20만명 이내 수준에서 형성되고, 이후 느린 속도로 감소할 것으로 전망했다. 정점의 규모는 과거... ","Tue, 16 Aug 2022 15:38:00 +0900"
"대구, 코로나 19 확진 8,728명···127일 만에 '최다'",https://dgmbc.com/article/dSjNXNPN-4k2is,https://n.news.naver.com/mnews/article/657/0000005883?sid=102,"대구의 코로나 19 신규 확진자가 127일 만에 '최다'를 기록했습니다. 8월 17일 0시 기준 대구의 코로나 19 신규 확진자는 8,728명으로, 지난 4월 12일 11,367명을 기록한 이후 127일 만에 가장 많습니다. 하루... ","Wed, 17 Aug 2022 11:17:00 +0900"
"경남도, 코로나 이후 2년 만에 광복절 경축식 개최",https://www.yna.co.kr/view/AKR20220815033200052?input=1195m,https://n.news.naver.com/mnews/article/001/0013375463?sid=102,"경남도는 신종 코로나바이러스 감염증(코로나19) 확산으로 2년간 중단했던 광복절 경축식을 15일 개최했다. 이날 도청 신관 대강당에서 열린 '제77주년 광복절 경축식'에는 독립유공자 유가족과 도 단위 기관단체장, 보훈... ","Mon, 15 Aug 2022 11:36:00 +0900"
코로나 이어 폭염…中 쓰촨성 계획정전에 애플·도요타 공장 멈췄다,https://view.asiae.co.kr/article/2022081708344993388,https://n.news.naver.com/mnews/article/277/0005133594?sid=104,"위안지아하이 화베이전력대학 교수는 ""상대적으로 코로나19 발병이 적었던 쓰촨성에서 더 많은 전력이 소비됐다""면서 ""남부의 폭염에 따른 전력제한이 다른 지역으로도 확대될 수 있다""고 우려했다.","Wed, 17 Aug 2022 08:34:00 +0900"
코로나 신규 확진 8만4128명...위중증 환자 563명,https://www.chosun.com/national/welfare-medical/2022/08/16/MABNGGIT2FEB3H7GU7U7GWCCJU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003710157?sid=102,중앙방역대책본부는 16일 0시 기준 코로나 일일 신규 확진자가 8만4128명이라고 밝혔다. 일주일 전 같은 요일인 지난 9일(14만9866명)보다 6만5738명 적다. 최근 재유행으로 확진자 증가세가 이어지고 있지만... ,"Tue, 16 Aug 2022 09:35:00 +0900"
"질병청장, 코로나 백신 피해자 가족 면담…""신속 심의"" 약속",https://www.news1.kr/articles/4774724,https://n.news.naver.com/mnews/article/421/0006280950?sid=102,코로나19 백신 접종 후 나타난 이상반응의 피해보상 문제와 관련해 백경란 질병관리청장과 코로나19 백신피해자가족협의회(코백회)가 16일 오후 충북 청주시 질병청 청사에서 처음 만나 서로의 입장을 들었다. 이 자리에서... ,"Tue, 16 Aug 2022 19:30:00 +0900"
코로나19 18만명대,https://www.nocutnews.co.kr/news/5802967,https://n.news.naver.com/mnews/article/079/0003675464?sid=102,코로나19 신규 확진자가 18만명대로 급증한 17일 서울 송파구보건소 선별진료소에서 시민들이 검사를 위해 대기하고 있다. 중앙방역대책본부는 이날 0시 기준 코로나19 신규 확진자가 18만803명이라고 밝혔다.,"Wed, 17 Aug 2022 10:34:00 +0900"
'코로나19 신규확진 8만4128명..위중증 563명',https://www.news1.kr/photos/view/?5528520,https://n.news.naver.com/mnews/article/421/0006279176?sid=102,16일 오전 서울 용산구보건소 신종 코로나바이러스 감염증(코로나19) 선별진료소에서 시민들이 검사를 기다리고 있다. 질병관리청 중앙방역대책본부(방대본)는 이날 0시 기준 코로나19 신규 확진자가 8만4128명... ,"Tue, 16 Aug 2022 09:47:00 +0900"
"개학 시즌, 코로나19 재유행 변수로 작용할까",https://www.yna.co.kr/view/PYH20220817021400013?input=1196m,https://n.news.naver.com/mnews/article/001/0013379412?sid=102,코로나19 재유행이 계속되고 있는 가운데 17일 오전 서울 시내의 한 초등학교에서 개학을 맞은 학생들이 등교하고 있다. 이날 0시 기준 신규확진자가 약 18만 명에 달하며 18주 만에 최고치를 기록했다. 전문가들은... ,"Wed, 17 Aug 2022 09:31:00 +0900"
수해에 코로나19까지…,http://www.naeil.com/news_view/?id_art=432792,http://www.naeil.com/news_view/?id_art=432792,가운데 코로나19 확진자 2명이 나와 당국이 방역을 강화하고 나섰다. 16일 경기도에 따르면 지난 12일 안양시의 한 임시주거시설에 수용된 30대 남성 1명이 코로나19에 감염된 데 이어 15일에는 안양의 다른... ,"Wed, 17 Aug 2022 12:38:00 +0900"
"빌 게이츠, 오늘 대한민국 국회서 '코로나 공조' 연설",http://www.ikbc.co.kr/article/view/kbc202208160004,https://n.news.naver.com/mnews/article/660/0000014953?sid=100,게이츠 이사장은 오전 10시 국회를 찾아 김진표 국회의장 등과 환담한 뒤 '코로나19 및 미래 감염병 대응·대비를 위한 국제공조의 중요성과 대한민국의 리더십'을 주제로 연설을 진행할 예정입니다. 이번 연설에서 게이츠... ,"Tue, 16 Aug 2022 06:52:00 +0900"
"경기도, 이재민 임시주거시설 코로나19 감시체계 가동",http://news.mt.co.kr/mtview.php?no=2022081616532390914,https://n.news.naver.com/mnews/article/008/0004783620?sid=102,경기도가 집중호우로 인한 이재민 임시주거시설에서 코로나19가 확산되지 않도록 감염병 예방 대응을... 경기도 이재민 가운데 코로나19 확진자는 현재 안양시 2명으로 확진 후 친인척 자택 등에서 격리하고 있다. 이재민... ,"Tue, 16 Aug 2022 17:22:00 +0900"
박형준 부산시장 코로나19 확진…7일간 재택 치료,http://www.busan.com/view/busan/view.php?code=2022081513021986055,https://n.news.naver.com/mnews/article/082/0001169659?sid=102,박형준 부산시장이 15일 코로나19 확진 판정을 받고 7일간의 재택 치료에 들어갔다. 15일 부산시에 따르면 박... 박 시장은 3차까지 코로나19 백신 접종을 한 상태다. 다만 박 시장의 코로나19 감염 경로는 분명하지 않은... ,"Mon, 15 Aug 2022 13:06:00 +0900"
"[속보]박형준 부산시장, 코로나19 확진",https://news.kmib.co.kr/article/view.asp?arcid=0017374011&code=61121111&cp=nv,https://n.news.naver.com/mnews/article/005/0001546518?sid=102,박형준 부산시장이 15일 코로나19 확진 판정을 받았다. 이날 부산시는 박 시장이 코로나 확진 판정에 따라 외부 일정을 모두 취소했다고 밝혔다. 그러면서 이날부터 21일까지 7일 동안 자택에 머무르며 재택 치료를 할... ,"Mon, 15 Aug 2022 12:56:00 +0900"
"""경험적 항생제 치료, 중등도·중증 코로나 환자 예후 영향 없다""",http://sports.chosun.com/news/ntype.htm?id=202208170100110610006762&servicedate=20220816,https://n.news.naver.com/mnews/article/076/0003905141?sid=102,최근 경험적 항생제 치료가 중등도에서 중증 코로나 환자의 임상 결과를 개선하지 않는다는 연구결과가 나놔 주목을 끌고 있다. 경험적 항생제 치료가 중등도·중증 코로나 환자의 입원 기간이나 산소 치료 기간을... ,"Tue, 16 Aug 2022 10:20:00 +0900"
"개학 시즌, 코로나19 재유행 변수로 작용할까",https://www.yna.co.kr/view/PYH20220817021500013?input=1196m,https://n.news.naver.com/mnews/article/001/0013379413?sid=102,코로나19 재유행이 계속되고 있는 가운데 17일 오전 서울 시내의 한 초등학교에서 개학을 맞은 학생들이 등교하고 있다. 이날 0시 기준 신규확진자가 약 18만 명에 달하며 18주 만에 최고치를 기록했다. 전문가들은... ,"Wed, 17 Aug 2022 09:31:00 +0900"
"정부, 오는 20일부터 수도권 코로나19 당직병원 운영",https://www.asiatime.co.kr/article/20220817500268,https://www.asiatime.co.kr/article/20220817500268,"서울 11곳, 경기 4곳, 인천 3곳 협의 중 코로나19 유행 상황에 따라 연장 가능 오는 20일부터 수도권 상급 병원들을 중심으로 주말에 중증 신종 코로나바이러스 감염증(코로나19) 환자에게 신속히 병상을 배정할 수 있도록... ","Wed, 17 Aug 2022 15:46:00 +0900"
코로나 신규확진 18만명… “광복절 기간 이동량 증가”,https://www.chosun.com/national/welfare-medical/2022/08/17/Y56MYJSFRFC4NF5Q4NHZ3QLEKM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003710430?sid=102,"통상 주말에는 코로나 검사수가 줄어드는데, 연휴가 종료되면서 새로운 검사 결과 등이 반영돼 확진자가 다시 늘어난 것으로 분석됐다. 김성호 중앙재난안전대책본부(중대본) 제2총괄조정관(행정안전부... ","Wed, 17 Aug 2022 11:39:00 +0900"
[포토] 코로나19 검사,http://www.edaily.co.kr/news/newspath.asp?newsid=02771606632428304,https://n.news.naver.com/mnews/article/018/0005294176?sid=102,"17일 서울 용산구 용산보건소 코로나19 선별진료소에서 시민들이 검사를 받고 있다. 한편, 중앙방역대책본부는 이날 0시 기준 코로나19 신규 확진자가 18만 803명 발생했다고 밝혀 18주 만에 최고치를 기록했다.","Wed, 17 Aug 2022 13:37:00 +0900"
"빌 게이츠-최태원 '백신동맹' 회동, 코로나19 이후 팬데믹 대응 논의",https://hankookilbo.com/News/Read/A2022081616130001592?did=NA,https://n.news.naver.com/mnews/article/469/0000691864?sid=101,미국 마이크로소프트(MS) 창업자인 빌 게이츠 '빌앤멀린다게이츠 재단' 공동이사장은 16일 서울 여의도에서 최태원 SK그룹 회장을 만나 저개발국에 신종 코로나바이러스 감염증(코로나19) 백신을 공급하는 방안 등 글로벌... ,"Tue, 16 Aug 2022 17:21:00 +0900"
강원 코로나19 중환자 급증…중환자 병상 가동률 70%,https://news.kbs.co.kr/news/view.do?ncd=5533715&amp;ref=A,https://n.news.naver.com/mnews/article/056/0011321434?sid=102,강원도 내 코로나19 중환자 수가 빠르게 늘고 있습니다. 어제(15일) 새벽 0시 기준 강원도 내 코로나19 중환자는 모두 29명으로 전체 전담치료병상의 63%가 가동되고 있습니다. 이 같은 중환자 수는 2주 전인 지난 1일... ,"Tue, 16 Aug 2022 10:07:00 +0900"
"방대본 “코로나 재유행, 최악 상황땐 하루 ‘33만명’ 확진”",https://www.donga.com/news/article/all/20220816/114980455/1,https://n.news.naver.com/mnews/article/020/0003445670?sid=102,중앙방역대책본부(방대본)가 신종 코로나바이러스 감염증(코로나19) 6차 유행에 따른 하루 확진자 수가 33만 명에 이를 수 있다는 전망을 16일 내놨다. 지난달 시작된 6차 유행 이후 방역당국이 공개한 예측치 중 가장... ,"Tue, 16 Aug 2022 16:23:00 +0900"
코로나 위중증 521명으로 늘어…신규 확진 6만2078명,https://www.hani.co.kr/arti/society/health/1054718.html,https://n.news.naver.com/mnews/article/028/0002602353?sid=102,코로나19 확진자가 1주 전보다 1.12배 늘어 6만명대다. 위중증 환자는 521명으로 전날보다 9명 늘었다.... 호흡기환자진료센터는 코로나19 누리집(https://www.mohw.go.kr) 공지사항(일반인)이나... ,"Mon, 15 Aug 2022 10:07:00 +0900"
[만물상] 입국 전 코로나 검사 요지경,https://www.chosun.com/opinion/manmulsang/2022/08/17/YJVXMYZIHVAXXGV4H3FHOHTSHE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003710315?sid=110,"지난주 일본에 다녀올 때 가장 걱정한 것은 현지에서 코로나 양성이 나오지 않을까였다. 우리나라는 현재... ▶여행객은 양성이 나올 경우 번거로운 데다 체류 비용 등이 늘고, 해당 국가는 굳이 코로나 양성자를 더 머물게... ","Wed, 17 Aug 2022 03:19:00 +0900"
"오전 9시, 강원 2,255명 코로나19 신규 확진",https://news.kbs.co.kr/news/view.do?ncd=5534850&amp;ref=A,https://n.news.naver.com/mnews/article/056/0011322315?sid=102,"오늘(17일) 오전 0시부터 9시까지 강원도에선 코로나19 신규 양성 확진자가 18개 시군에서 2,255명 나왔습니다. 시군별로는 원주 600여 명, 춘천 200여 명, 강릉 100여 명 등입니다. 이로써, 강원도 전체 누적... ","Wed, 17 Aug 2022 11:04:00 +0900"
"울산, 조선업계 여름 휴가 복귀로 코로나19 재확산 조짐",https://www.news1.kr/articles/4775510,https://n.news.naver.com/mnews/article/421/0006282345?sid=102,지난주 자동차업계 직원들의 휴가 복귀로 절정에 이른 뒤 한풀 꺾이던 울산지역 코로나19 확산세가... 코로나19에 확진돼 치료를 받던 10대 미만 어린이 1명이 사망해 누적 사망자는 362명으로 늘었다.,"Wed, 17 Aug 2022 14:18:00 +0900"
코로나19로 멈춘 국내 3대 관악제 ‘여수 마칭페스티벌’ 10월 화려한 개막,http://www.newsis.com/view/?id=NISX20220816_0001979726&cID=10809&pID=10800,https://n.news.naver.com/mnews/article/003/0011366476?sid=102,세계적인 코로나19 팬데믹으로 지난 3년째 열리지 못했던 '여수 마칭페스벌'이 오는 10월 여수시... 하지만 코로나19 범유행이 국내를 강타하면서 사회적 거리두기 실시에 따라 최근 몇 년간 페스티벌이 열리지 못하면서... ,"Wed, 17 Aug 2022 06:20:00 +0900"
"웰스바이오 ""올해 전국 교육청에 코로나19 자가검사키트 300만개 공급""",http://sports.chosun.com/news/ntype.htm?id=202208180100119740007303&servicedate=20220817,https://n.news.naver.com/mnews/article/076/0003905575?sid=102,자사의 코로나19 자가검사키트 'careUS™ COVID-19 Antigen Home Test'의 신규 공급 계약을 체결했다고 밝혔다.... 'careUS™ COVID-19 Antigen Home Test'는 호흡기 감염이 의심되는 개인의 비강(콧속) 도말 검체를 통해 코로나19... ,"Wed, 17 Aug 2022 09:23:00 +0900"
코로나19 확진 영아 도내서 진료 못받고 결국 남양주로,http://www.kado.net/news/articleView.html?idxno=1140254,https://n.news.naver.com/mnews/article/654/0000017651?sid=102,"생후 14개월 영아가 코로나19 확진을 받은 이후 고열에 시달려 병원을 찾았지만 정보 부재, 의료기관 업무... 16일 본지 취재 결과 춘천에 거주하는 유모(35·여)씨는 최근 코로나19 확진 판정을 받은 14개월 된 아이가 고열에... ","Wed, 17 Aug 2022 05:01:00 +0900"
코로나19 백신 접종 후 이상자궁출혈 등 월경장애 겪은 여성들에 최대 5천만원...,http://www.kwnews.co.kr/page/view/2022081618241393351,https://n.news.naver.com/mnews/article/087/0000917696?sid=102,"코로나19 백신 접종 후 이상자궁출혈, 생리불순 등 월경장애를 겪어온 여성들이 1인당 최대 5천만원의... 이는 지난 11일 대한민국의학한림원 코로나19백신안전성위원회가 빈발 월경 및 출혈, 이상자궁출혈 발생 위험이... ","Tue, 16 Aug 2022 18:54:00 +0900"
먹는 코로나 치료제 라게브리오 5만 명분 국내 추가 도입,https://biz.sbs.co.kr/article_hub/20000076567?division=NAVER,https://n.news.naver.com/mnews/article/374/0000299111?sid=101,방역당국은 MSD(머크앤컴퍼니)사의 코로나19 먹는치료제 '라게브리오' 5만 명분을 18일 국내에 추가로 도입한다고 오늘(17일) 밝혔습니다. 이에 따라 정부가 계약한 라게브리오 총 24만2천명분 중 국내에 도입한... ,"Wed, 17 Aug 2022 10:15:00 +0900"
주한미군 지난주 코로나19 확진자 352명,https://www.news1.kr/articles/4774108,https://n.news.naver.com/mnews/article/421/0006280065?sid=100,주한미군 장병 등 관계자들 중에서 지난 한 주 동안 350명이 넘는 신종 코로나바이러스 감염증(코로나19) 확진자가 발생했다. 16일 주한미군사령부에 따르면 이달 9~15일 전국 미군기지에서 근무하는 장병·군무원 및... ,"Tue, 16 Aug 2022 13:33:00 +0900"
"코로나 신규 확진 18만803명 위중증 469명, 주말 당직병원 운영",http://www.namdonews.com/news/articleView.html?idxno=691992,http://www.namdonews.com/news/articleView.html?idxno=691992,17일 0시 기준 코로나 확진 현황 신종 코로나 바이러스 감염증(코로나19) 재유행이 지속되는 가운데 17일 신규 확진자 수가 18만 803명으로 넉 달 만에 최다치를 기록하며 급증했다. 정부는 기저질환자 등이... ,"Wed, 17 Aug 2022 14:16:00 +0900"
수능 원서접수 18일부터…코로나 확진자·장애인 재학생 대리접수 가능,https://news.jtbc.co.kr/article/article.aspx?news_id=NB12071004,https://n.news.naver.com/mnews/article/437/0000310033?sid=102,"다만 신종 코로나바이러스 감염증(코로나19) 확진 등으로 격리 통보를 받은 수험생, 장애인(시험편의제공대상자), 수형자, 군 복무자, 입원 중인 환자, 해외 거주자(해외여행자는 제외) 등은 대리접수가 가능합니다. 고3... ","Tue, 16 Aug 2022 16:21:00 +0900"
