title,originallink,description,pubDate
[코로나 속보] 18일 코로나 확진자 17만 8574명... 일평균 12만 명,http://www.ggilbo.com/news/articleView.html?idxno=929182,"18일 코로나 확진자 17만 8574명 8월 18일 기준 국내 코로나19 일일 확진자 수가 17만 8574명을 기록했다. 61명이 사망했으며, 위중증 환자는 470명이 늘었다. 국내 확진자는 17만 7941명이며 해외유입 환자는...","Thu, 18 Aug 2022 09:36:00 +0900"
[여성과총 리더십교실] 포스트 코로나 시대 세계 질서와 메타버스 대항해 시대,http://www.womennews.co.kr/news/articleView.html?idxno=226951,코로나 시대에 갑작기 유명해진 메타버스는 새롭게 등장한 개념이라기보다 과거에도 존재하였지만 크게... 코로나 팬데믹을 겪지 않았다면 대략 10년 정도 후에야 비로소 우리가 중요성을 인지하고 깊게 고민하기 시작했을...,"Thu, 18 Aug 2022 08:41:00 +0900"
홍콩 코로나 신규감염 5757명...누적 143만2837명,http://www.newsis.com/view/?id=NISX20220817_0001981867&cID=10101&pID=10100,기사내용 요약 추가 사망 4명·총 9584명...제5파 동안 9371명 숨져 코로나19가 오미크론 변이를... 5757명이 코로나19에 새로 걸려 총 확진자가 143만2837명으로 늘었다고 밝혔다. 전날 감염자는...,"Wed, 17 Aug 2022 19:28:00 +0900"
"""백신 4번이나 맞았는데""…화이자 CEO, 코로나19 확진 판정 받아",https://www.dailian.co.kr/news/view/1143379/?sc=Naver,코로나19 백신을 제작하는 미국 제약사 화이자의 최고경영자(CEO)가 확진 판정을 받았다. 앨버트 불라 화이자 CEO는 지난 15일(현지 시각) 트위터를 통해 코로나19 확진 소식을 알렸다. 불라 CEO는 앞서 자사에서 제작한...,"Wed, 17 Aug 2022 13:49:00 +0900"
[속보] 코로나19 위중증 환자 563명…112일 만에 최다 발생,http://www.munhwa.com/news/view.html?no=2022081601039910021006,"광복절 연휴 영향 신규 확진자 수는 주춤…8만4128명 코로나19 재유행이 지속하는 가운데, 16일 위중증... 중앙방역대책본부는 이날 0시 기준으로 코로나19 확진자가 8만4128명 늘어 누적 2150만2164명이 됐다고...","Tue, 16 Aug 2022 10:26:00 +0900"
"[코로나19] 신규확진 18만803명, 넉 달 만에 최다…위중증 469명·사망 42명",http://www.joseilbo.com/news/news_read.php?uid=463548&class=33&grp=,중앙방역대책본부는 17일 0시 기준으로 코로나19 신규 확진자가 18만803명 늘어 누적... 전날 코로나19로 사망한 사람은 42명이다. 누적 사망자는 2만5752명으로 0.12%의 치명률을 기록했다. ◆ 재원중...,"Wed, 17 Aug 2022 10:05:00 +0900"
"화이자 CEO, 코로나 백신 4번 맞고도 양성 판정",http://news.tvchosun.com/site/data/html_dir/2022/08/16/2022081690062.html,"코로나 백신을 만드는 화이자의 앨버트 불라 최고경영자가 코로나 양성 판정을 받았다. 불라 대표는 미국 현지시간 15일 자신의 트위터에서 ""화이자-바이오엔테크 백신을 4차까지 접종한 데 대해 감사한 마음""이라며 ""매우...","Tue, 16 Aug 2022 09:04:00 +0900"
"백신 4번 맞은 화이자 CEO도 코로나 확진…""팍스로비드 먹는다""",http://news.mt.co.kr/mtview.php?no=2022081606362493754,"미국 제약사 화이자의 앨버트 불라 최고경영자(CEO)가 자사 코로나19(COVID-19) 백신을 4차례 접종받았지만 결국 코로나19에 확진됐다. 15일(현지시각) 앨버트 불라 화이자 CEO는 SNS(소셜네트워크서비스)를 통해 ""코로나19...","Tue, 16 Aug 2022 06:58:00 +0900"
"英, 오미크론 예방하는 코로나19 '2가 백신' 세계 최초 승인",https://view.asiae.co.kr/article/2022081609060193300,미국 제약사 모더나가 코로나19 오미크론 변이에도 대응할 수 있는 코로나19 '2가 백신'을 개발한 가운데 영국이 이를 세계 최초로 승인했다. AP 통신 등에 따르면 15일(현지 시각) 영국 의약품 및 건강관리제품...,"Tue, 16 Aug 2022 09:23:00 +0900"
정부 “코로나 재유행 최악 땐 하루 확진 33만명·위중증 900명”,http://www.segye.com/content/html/2022/08/16/20220816515877.html?OutUrl=naver,"9월 초 위중증 800~900명, 사망자 100~140명 예상 뉴시스 당국은 이번 신종 코로나바이러스 감염증(코로나19) 6차 대유행으로 이달 중순에서 말 사이 20만명 내외로 신규 확진자가 발생할 것이라고 전망했다. 질병관리청...","Wed, 17 Aug 2022 06:06:00 +0900"
코로나 재유행 와중에 감기약 가격 올리는 제약사들,https://www.khan.co.kr/economy/economy-general/article/202208152151015,코로나19 재확산 속에 감기약 가격이 줄줄이 오르고 있다. 쌍화탕과 판피린 가격 인상이 확정된 가운데 대원제약도 짜먹는 감기약 ‘콜대원’의 가격 인상을 검토하고 있다. 15일 제약업계에 따르면 광동제약은 한방...,"Mon, 15 Aug 2022 21:53:00 +0900"
오후 9시까지 코로나19 17만 1807명 확진…전주보다 4만명 증가,https://www.sedaily.com/NewsView/269U1A891W,코로나19 재확산에 따라 이틀 연속 18만 명 이상의 확진자가 발생할 전망이다. 17일 방역 당국과 각... 이에 따라 19일 0시 기준 최종 신규 코로나19 확진자 수도 이날과 비슷한 18만 명대에 가까울 것으로...,"Wed, 17 Aug 2022 21:46:00 +0900"
"세븐틴 디노, 美 투어 중 코로나19 확진 ""일부 일정 12명 참여"" [공식]",http://star.mt.co.kr/stview.php?no=2022081809370665072,"그룹 세븐틴 디노가 코로나19 확진 판정을 받았다. 소속사 플레디스 엔터테인먼트는 18일 ""디노가 16일(미국 서부시간)( 로스앤젤레스에서 시행한 PCR 검사에서 코로나19 확진 판정을 받았다""고 알렸다. 이어 ""현재 디노는...","Thu, 18 Aug 2022 09:52:00 +0900"
"질 바이든 여사, 코로나19 확진…백악관 ""가벼운 증상""",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00008&news_seq_no=4824992,조 바이든 미국 대통령의 부인인 질 바이든 여사가 16일(현지시간) 신종 코로나바이러스 감염증(코로나19)에 걸렸습니다. 백악관은 이날 성명을 통해 바이든 여사가 코로나19 검사에서 양성 판정을 받았다고 밝혔습니다....,"Wed, 17 Aug 2022 00:51:00 +0900"
"""백신 4차 접종한 제약사 CEO도 못 피한다""…화이자 CEO 코로나19 양성",http://www.etnews.com/20220816000098,코로나19 백신을 만드는 미국 제약사 화이자의 앨버트 불라 최고경영자(CEO)가 코로나19 확진 판정을 받았다. 불라 CEO는 15일(현지시간) 성명을 통해 “화이자-바이오엔테크 백신을 4차까지 접종한 데 대해 감사한 마음...,"Tue, 16 Aug 2022 11:18:00 +0900"
"화이자 CEO 4차 접종에도 코로나 확진…""증상 가벼워""",http://news.tvchosun.com/site/data/html_dir/2022/08/17/2022081790025.html,코로나 백신을 처음으로 만든 미국 제약사 화이자의 앨버트 불라 CEO가 코로나에 확진됐다고 밝혔습니다. 불라 CEO는 SNS를 통해 이런 사실을 알리면서 동시에 4차 접종까지 마쳐 가벼운 증상밖에 없다고 덧붙였습니다....,"Wed, 17 Aug 2022 06:58:00 +0900"
코로나19 검사받는 시민들,https://www.yna.co.kr/view/PYH20220817047800013?input=1196m,코로나19가 재확산하면서 17일 0시 기준 신규확진자가 18만803명에 달하며 18주 만에 최고치를 기록한 이날 오전 서울 송파구 보건소 선별진료소에서 시민이 검사를 받고 있다. 2022.8.17,"Wed, 17 Aug 2022 10:23:00 +0900"
코로나19 재확산세 속 개학…학교 ‘긴장’,https://news.kbs.co.kr/news/view.do?ncd=5535429&amp;ref=A,"[앵커] 코로나19 재확산 세 속에 잇따라 개학을 하는 학교는 다시 긴장감이 감돕니다. 교육 당국은 방역에... 울산지역 학생들의 코로나19 확진자는 수요일 기준으로 2주 전 90명이던 것이 지난주에는 2배, 이번 주에는 4배를...","Wed, 17 Aug 2022 23:33:00 +0900"
"광주 소상공인 코로나로 가장 타격 본 업종, 여행사·펜션·노래방 매출 '뚝'",http://www.newsis.com/view/?id=NISX20220817_0001981487&cID=10809&pID=10800,"기사내용 요약 호남통계청 '코로나19 전후 광주시 생활업종 소상공인 경제변화상' 코로나 19로 광주지역 생활업종 소상공인들이 큰 어려움을 겪은 가운데 여행사, 펜션, 노래방 업종의 매출이 가장 큰 타격을...","Wed, 17 Aug 2022 15:43:00 +0900"
"중흥그룹, 코로나 극복 헌혈 캠페인 진행",http://www.fnnews.com/news/202208170830334808,중흥그룹은 광주 북구 중흥건설 본사 앞에서 임직원들을 대상으로 '코로나 극복을 위한 헌혈 캠페인'을 펼쳤다고 17일 밝혔다. 이번 캠페인은 코로나 장기화로 국내 혈액 보유량이 위기 수준인 상황을 돕고자 이뤄졌다. 건설...,"Wed, 17 Aug 2022 08:36:00 +0900"
코로나 신규확진 18만803명…대구 8천 명 '18주 새 최다',https://news.imaeil.com/page/view/2022081713550288189,"또한 전체 코로나19 병상 가동률은 51％로 전반적인 의료 대응 역량에는 여유가 있다고 설명했다. 방대본에... 이어 ""코로나19로 사망한 사람의 10명 중 6명은 접종을 제대로 안 받은 경우""라며 ""고위험군은 3차 접종이...","Wed, 17 Aug 2022 15:39:00 +0900"
[모멘트] 코로나19 재유행 속 개학,https://www.yna.co.kr/view/PYH20220817152300013?input=1196m,코로나19 재유행이 계속되고 있는 가운데 17일 오전 서울 시내의 한 초등학교에서 개학을 맞은 학생들이 등교하고 있다. 이날 0시 기준 신규확진자가 약 18만 명에 달하며 18주 만에 최고치를 기록했다....,"Wed, 17 Aug 2022 14:37:00 +0900"
"[LIVE] 빌 게이츠, 오늘 국회서 ‘코로나 국제공조’ 연설",https://www.joongang.co.kr/article/25094587,빌 게이츠 이사장은 이날 오전 10시 김진표 국회의장 등 국회 주요 인사를 만난 뒤 10시40분부터 ‘코로나19 및... 한국은 코로나19와 진단 검사 분야에서도 선도적인 역할을 하고 있다”고 밝혔다. 이어 “(한국은) 기타...,"Tue, 16 Aug 2022 10:36:00 +0900"
"백신 4번 맞은 화이자 CEO, 코로나 감염…""증상 매우 가볍다""",https://view.asiae.co.kr/article/2022081608025017328,"미국 제약사 화이자의 앨버트 불라 최고경영자(CEO)가 최근 코로나19 양성 판정을 받았다. 자사 백신을... 현재 불라 CEO는 자사가 개발한 먹는 코로나19 치료제 팍스로비드 복용을 시작했다. 그는 ""격리 중이고 모든...","Tue, 16 Aug 2022 08:12:00 +0900"
"[코로나19] 수도권 주말 당직병원 운영···""고위험환자 대응""",https://www.ajunews.com/view/20220817141030837,아주경제=이효정 기자 hyo@ajunews.com 정부가 코로나19 확진자 중 고위험군이 주말에도 원활하게 입원할 수 있도록 ‘수도권 중증병상 주말 당직병원'을 지정해 운영한다. 코로나19 중앙재난안전대책본부(중대본)는 17일...,"Wed, 17 Aug 2022 14:28:00 +0900"
"풀무원, 올 2분기 영업이익 70.1% 증가…""코로나 전후 최대 분기 실적""",http://news.tvchosun.com/site/data/html_dir/2022/08/17/2022081790147.html,"이번 분기 영업이익은 2분기 기준으로 코로나 팬데믹 전후를 포함한 최근 5년간 가장 높은 금액이다. 풀무원 측은 ""해외사업부문과 식품서비스유통사업부문이 각각 미중일 사업 외형 성장과 국내 단체급식 수주 호조...","Wed, 17 Aug 2022 14:32:00 +0900"
충북서 17일 오후 4시 코로나19 3062명…4월 6일 이후 최다,https://www.nocutnews.co.kr/news/5803474,충북에서 17일 새벽 0시부터 오후 4시까지 코로나19 확진자 3062명이 새롭게 발생했다. 지난 4월 6일... 충청북도 재난안전대책본부는 이날 오후 4시 기준으로 도내 11개 전 시군에서 모두 3062명이 코로나19 양성...,"Wed, 17 Aug 2022 18:55:00 +0900"
"소녀시대 수영, 코로나 후유증으로 후각상실 고백...""너무 슬퍼""",http://star.mk.co.kr/new/view.php?mc=ST&year=2022&no=725793,"그룹 소녀시대 수영이 코로나19 후유증을 고백했다. 지난 16일 방송된 JTBC 예능프로그램 '소시탐탐'에서... 수영은 꽃을 코 가까이에 댔음에도 불구하고 향기가 나지 않자 ""나 코로나19 걸리고 후각 없나 보다. 진짜 안 난다...","Wed, 17 Aug 2022 09:50:00 +0900"
코로나19로 엄마 잃은 세 아이 “너희는 혼자가 아냐!”,http://news.heraldcorp.com/view.php?ud=20220817000656,"코로나19 펜데믹으로 홀어머니를 잃고 의지할 곳 없는 처지가 된 세 아이들을 돕기 위해 챌린지를 진행, 한... 코로나19 확진자가 하루 10만 명 이상 발생하던 시기 세 아이의 어머니 A(42)씨가 백신을 맞고 이틀 만에 숨졌다....","Wed, 17 Aug 2022 15:02:00 +0900"
"박형배 전주시의원, 코로나 자가격리 의무 기간 위반",https://www.jjan.kr/article/20220818580008,박형배 전주시의원 박형배 전주시의회 의원이 코로나19 자가격리 의무 기간 중 해상 낚시를 하다가 경찰에 적발됐다. 18일 전주시의회와 부안해양경찰서 등에 따르면 박 의원은 코로나19 자가격리 의무 기간 중인 지난달...,"Thu, 18 Aug 2022 09:48:00 +0900"
"코로나19로 광주에서 여행사, 펜션, 노래방 매출 큰 폭 감소",https://www.nocutnews.co.kr/news/5803456,"코로나 19로 인해 광주지역 소상공인 사업체 가운데 여행사와 펜션, 노래방 업종의 매출이 가장 큰 타격을 입은 것으로 나타났다. 17일 호남통계청이 발표한 '코로나19 전후 광주광역시 생활업종 소상공인...","Wed, 17 Aug 2022 18:23:00 +0900"
"코로나19 확진자 4달 만에 최다…""다음 달 33만 명 확진 가능성""",http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4825007,코로나19 신규 확진자가 급증해 넉 달여 만에 가장 많이 나왔습니다. 전파력이 높은 변이가 생겨... 어제(16일) 밤 9시까지 집계된 코로나19 신규확진자 수는 17만 5천 명을 넘어섰습니다. 같은 시간을 기준으로 지난 4월...,"Wed, 17 Aug 2022 07:15:00 +0900"
"[속보] 경기도 고양시청, 18일 0시 기준 코로나19 신규확진자 발표",https://www.gokorea.kr/news/articleView.html?idxno=728719,"사진 = 고양시 경기도 고양시청이 18일 0시 기준 코로나19 확진자를 발표했다. 고양시청은 이날 신규확진자가 2,949명 발생했다고 밝히며 50세 이상 연령층과 18세 이상 기저질환자의 4차 접종을 권장했다. 4차 접종은...","Thu, 18 Aug 2022 09:44:00 +0900"
"빌게이츠, 국회서 ‘코로나 국제공조’ 연설…윤 대통령도 만난다",https://news.kbs.co.kr/news/view.do?ncd=5533418&amp;ref=A,연설 주제는 '코로나19와 미래 감염병 대응·대비를 위한 국제공조의 중요성과 대한민국의 리더십'입니다.... 윤 대통령은 지난 6월 빌 게이츠 이사장과 통화하면서 코로나19 극복 과정과 글로벌 보건 협력 분야 내 한국의...,"Tue, 16 Aug 2022 01:00:00 +0900"
"호산대, 코로나19 이후 첫 글로벌현장학습 발대식 개최",http://news.mk.co.kr/newsRead.php?no=727639&year=2022,호산대가 코로나19로 중단됐던 글로벌 현장학습을 재개하면서 올해 첫 글로벌 현장학습 발대식을... 호산대 국제교류센터(김선미 센터장)는 코로나19로 글로벌 현장학습 사업이 중단되기 전까지 5년 연속 선정될 정도로...,"Wed, 17 Aug 2022 14:55:00 +0900"
"수원시, 코로나 백신 사각지대 '노숙인' 80여명 예방 접종",https://view.asiae.co.kr/article/2022081713574244334,"경기 수원시가 코로나19 재확산을 방지하기 위해 17일 수원역 정나눔터에서 노숙인을 대상으로 코로나19 백신 접종을 실시했다. 수원시는 이날 팔달구보건소 소속 의사ㆍ간호사 등 의료진과 함께 노숙인, 노숙인 시설...","Wed, 17 Aug 2022 13:57:00 +0900"
"질병청장, 코로나백신 피해자가족과 간담회…""보상·지원 강화""",https://www.yna.co.kr/view/AKR20220816160300530?input=1195m,백경란 질병관리청장은 16일 코로나19백신 피해자가족협의회(코백회) 대표단 6명과 만나 백신 피해에 대한 보상과 지원을 강화하겠다고 밝혔다. 백 청장은 간담회에서 '코로나19 예방접종 피해보상지원센터'가 지난달...,"Tue, 16 Aug 2022 19:12:00 +0900"
"수원시, 수원역 노숙인 80여명 대상 코로나19 백신 접종",http://www.newspim.com/news/view/20220817001069,"경기 수원시가 코로나19 재확산을 방지하기 위해 17일 수원역 정나눔터에서 노숙인을 대상으로 코로나19 백신 접종을 했다. 17일 수원역 정나눔터 앞에서 거리 노숙인, 노숙인 시설 입소자·종사자 등이 코로나19 백신...","Wed, 17 Aug 2022 18:03:00 +0900"
코로나19 신규 확진자 18만803명,http://www.newsis.com/view/?id=NISI20220817_0019143918,코로나19 신규 확진자가 18만803명을 기록하며 18주만에 최고치를 기록한 17일 오후 서울 중구 서울역 임시선별검사소에서 시민들이 코로나19 검사를 받기 위해 대기하고 있다. 2022.08.17. kch0523@newsis.com 공감언론...,"Wed, 17 Aug 2022 13:32:00 +0900"
"지난주 인구 대비 코로나 확진자, 한국이 세계 1위",https://www.donga.com/news/article/all/20220816/114967282/1,지난주 국내 신종 코로나바이러스 감염증(코로나19) 확진자가 코로나19 통계가 잡히는 216개국 중 인구 대비 제일 많았던 것으로 15일 확인됐다. 주요국 가운데 재유행 확산세가 50일 가까이 꺾이지 않는 곳도 한국이...,"Tue, 16 Aug 2022 03:02:00 +0900"
軍 코로나19 신규확진 2722명… 누적 24만3424명,https://www.news1.kr/articles/4775727,군내 신종 코로나바이러스 감염증(코로나19) 일일 신규 확진자가 닷새 만에 다시 2000명대로 치솟았다. 국방부는 17일 오후 2시 기준 군내 코로나19 누적 확진자 수가 전날보다 2722명 증가한 24만3424명으로...,"Wed, 17 Aug 2022 16:09:00 +0900"
"""이틀내 항생제써도 중등도·중증 코로나환자 효과 없다""",http://www.newsis.com/view/?id=NISX20220816_0001979322&cID=10201&pID=10200,"기사내용 요약 서울대병원, 경험적 항생제 치료와 코로나 환자 예후 연구 경험적 항생제 투여시 입원... 중등도·중증 코로나 환자의 입원 기간이나 산소 치료 기간을 단축시키지 못했을 뿐 아니라 사망 위험도...","Tue, 16 Aug 2022 10:57:00 +0900"
"빌 게이츠, 오늘 국회서 '코로나 국제공조' 연설",http://news.mt.co.kr/mtview.php?no=2022081608211540003,] 빌 게이츠 빌앤멜린다게이츠재단 공동 이사장은 16일 국회에서 '코로나19 및 미래 감염병 대응·대비를... 김 의장은 환담과 환영사에서 게이츠 이사장의 노블레스 오블리주와 코로나19 팬데믹 상황에서 백신 개발에...,"Tue, 16 Aug 2022 08:43:00 +0900"
"""또 걸렸다"" 코로나 확진자 100명 중 6명은 '재감염'",http://www.edaily.co.kr/news/newspath.asp?newsid=04778966632427976,8월 첫째 주 코로나19 신규 확진자 100명 중 6명은 이전에 한 번 이상 감염된 재감염자인 것으로... (사진=연합뉴스) 16일 질병관리청 중앙방역대책본부에 따르면 8월 1주(7월 31일~8월 6일) 코로나19 신규 확진자 중...,"Tue, 16 Aug 2022 18:05:00 +0900"
"""'네버 코비드', 우리말 '코로나 비감염'으로 쓰세요""",https://www.yna.co.kr/view/AKR20220816061700005?input=1195m,문화체육관광부와 국립국어원은 '네버 코비드'를 대체할 쉬운 우리말로 '코로나 비감염'을 선정했다고 16일 밝혔다. '네버 코비드'는 신종 코로나바이러스 감염증(코로나19)에 한 번도 걸리지 않은 상태 또는 한 번도...,"Tue, 16 Aug 2022 10:35:00 +0900"
"완주군, 코로나19 독거노인 집중 건강관리",https://www.gukjenews.com/news/articleView.html?idxno=2531083,완주군(군수 유희태)은 코로나19 재택치료 집중 관리군에 대한 건강모니터링이 중단됨에 따라 지난 11일부터 건강 취약계층인 독거 노인을 대상으로 집중 건강관리에 나섰다. 정부는 지난 1일 코로나19 재택치료 개편으로...,"Wed, 17 Aug 2022 22:28:00 +0900"
"'확진자 수' 두고 공수만 바뀐 100일…""코로나 앞에 솔직해져야""",http://www.edaily.co.kr/news/newspath.asp?newsid=01312006632428304,정부가 코로나19 확산을 인위적으로 막을 수 없다는 걸 솔직하게 인정해야 한다고 진단했다. 윤석열 대통령이 지난달 29일 오전 서울 세종로 정부서울청사에서 열린 코로나19 중앙재난안전대책본부 회의를 주재하고...,"Wed, 17 Aug 2022 07:04:00 +0900"
코로나19 신규 확진자 18만803명,http://www.newsis.com/view/?id=NISI20220817_0019143922,코로나19 신규 확진자가 18만803명을 기록하며 18주만에 최고치를 기록한 17일 오후 서울 중구 서울역 임시선별검사소에서 시민이 코로나19 검사를 받고 있다. 2022.08.17. kch0523@newsis.com 공감언론 뉴시스가 독자...,"Wed, 17 Aug 2022 13:32:00 +0900"
강원 코로나 이틀째 5천명대…17일 5639명 ‘확진’,https://cc.newdaily.co.kr/site/data/html/2022/08/18/2022081800016.html,뉴데일리 김정원 기자 = 강원에서 지난 17일 발생한 신종 코로나바이러스 감염증(코로나19) 확진자 5639명이 발생해 이틀째 5000명대를 이어가며 확산세가 이어지고 있다. 도에 따르면 18일 0시 기준 춘천...,"Thu, 18 Aug 2022 09:34:00 +0900"
코로나19 백신 관련 의심질환에 '이상자궁출혈' 추가,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2026190,'이상자궁출혈'이 신종 코로나바이러스 감염증(코로나19) 백신과의 인과관계가 인정되며 의심질환에 포함됐다. 이에 따라 코로나19 백신 접종 후 증상이 나타난 대상자가 피해보상 신청을 하면 심의결과에 따라 최대 5...,"Wed, 17 Aug 2022 06:18:00 +0900"
'넉달새 최다' 정점 향해 가는 코로나19 확산세...오후 9시 17만5765명 확진,http://www.kado.net/news/articleView.html?idxno=1140259,16일 오후 9시까지 전국에서 17만명이 넘는 코로나19 신규 확진자가 발생했다. 서울시 등 각 지방자치단체에 따르면 이날 0시부터 오후 9시까지 전국 17개 시도에서 코로나19 확진 판정을 받은 사람은...,"Tue, 16 Aug 2022 22:12:00 +0900"
코로나19에 광주광역시 '여행사·펜션·노래방' 직격탄,http://moneys.mt.co.kr/news/mwView.php?no=2022081713124139546,"코로나 19로 광주지역 여행사, 펜션, 노래방의 매출은 급감하며 직격탄을 맞은 것으로 나타났다. 17일 호남통계청이 발표한 '코로나19 전후 광주광역시 생활업종 소상공인 경제변화상'에 따르면 2020년 광주...","Wed, 17 Aug 2022 13:39:00 +0900"
수도권 주말 코로나19 당직병원 운영…산모 등 고위험환자 대응,https://biz.sbs.co.kr/article_hub/20000076630?division=NAVER,오는 20일부터 수도권 상급 병원들을 중심으로 주말에 중증 코로나19 환자에게 신속히 병상을 배정하도록 하기 위한 당직 병원이 운영됩니다. 코로나19 중앙재난안전대책본부(중대본)는 오늘(17일) 김성호 제2총괄조정관...,"Wed, 17 Aug 2022 14:17:00 +0900"
10살 미만 소아 코로나19 사망자 1명 추가…누적 29명,https://news.kbs.co.kr/news/view.do?ncd=5535032&amp;ref=A,"10살 미만 소아의 코로나19 사망 사례가 1건 추가로 확인됐습니다. 중앙방역대책본부(방대본)에 따르면, 오늘 0시 기준 10살 미만 코로나19 사망 사례가 1건 늘어 누적 29건이 됐습니다. 방대본은 ""이 사망자는 지난...","Wed, 17 Aug 2022 16:25:00 +0900"
"[이 시각 세계] 백신 4차까지 맞은 화이자 CEO, 코로나19 확진",https://imnews.imbc.com/replay/2022/nwtoday/article/6398458_35752.html,"이선영 아나운서, 미국 제약사 화이자의 CEO가 코로나19에 걸렸다고요. ◀ 이선영 아나운서 ▶ 네. 백신 4차 접종을 마친 미국 제약사 화이자의 앨버트 불라 최고경영자가 코로나19 양성 판정을 받았습니다. 불라는 ""화이자...","Tue, 16 Aug 2022 07:32:00 +0900"
"정부, 코로나19 최대 24만 일평균 20만 수준 ""8월 말 정점 찍을 것""",http://www.fnnews.com/news/202208161335177276,"방역당국은 코로나19 유행 정점이 이달 내 도래하고, 유행의 규모는 일평균 20만명 전후로 나타날 것으로... 질병청은 이날 지난 11일 기준 코로나19 향후 예측 모델링 결과를 발표했다. 총 8개 연구팀이 유행 예측에...","Tue, 16 Aug 2022 14:03:00 +0900"
[그래픽] 코로나19 신규 확진자 수 추이,https://www.yna.co.kr/view/GYH20220817000500044?input=1363m,중앙방역대책본부는 17일 0시 기준으로 코로나19 확진자가 18만803명 늘어 누적 2천168만2천816명이 됐다고 밝혔다. 지난 4월 13일(19만5천387명) 이후 약 넉 달(126일·18주) 만에 하루 최다 신규...,"Wed, 17 Aug 2022 10:01:00 +0900"
"코로나 재유행 속 경기도 초·중·고교 2학기 개학...""방역 철저""",http://www.newsis.com/view/?id=NISX20220817_0001981670&cID=10803&pID=14000,"다만, 코로나 재유행 상황이 심상치 않다 보니 각 학교에서 한동안 불안한 등교가 이어질 전망이다. 17일... 이처럼 2학기 시작이 코앞으로 다가왔으나, 현장에서는 최근 급격하게 확산하고 있는 코로나19에 대한 고민이...","Wed, 17 Aug 2022 16:51:00 +0900"
맑은 날씨 아래 코로나 검사,http://www.newsis.com/view/?id=NISI20220817_0019143919,코로나19 신규 확진자가 18만803명을 기록하며 18주만에 최고치를 기록한 17일 오후 서울 중구 서울역 임시선별검사소에서 시민들이 코로나19 검사를 받기 위해 대기하고 있다. 2022.08.17. kch0523@newsis.com 공감언론...,"Wed, 17 Aug 2022 13:32:00 +0900"
수해 복구 안 됐는데 코로나 재확산…'불안한 개학',http://news.tvchosun.com/site/data/html_dir/2022/08/16/2022081690222.html,"여기에 코로나 재확산세까지 이어지면서 학생과 학부모, 교사 모두 불안하기만 합니다. 장동욱 기자가... 한 2주 간 원격수업한다고 돼 있거든요."" 설상가상 이달 말 코로나 신규 확진자가 20만 명에 달할 거란 전망도...","Tue, 16 Aug 2022 21:24:00 +0900"
코로나19 피해 손실보전금 이의신청,https://www.yna.co.kr/view/PYH20220817161700013?input=1196m,17일 오후 서울 영등포구 소상공인시장진흥공단 서울서부센터에서 코로나19 피해 손실보상금 이의 신청자가 증빙 서류를 확인하고 있다. 이날부터 시작된 이의신청은 오는 31일 마감된다. 2022.8.17,"Wed, 17 Aug 2022 15:00:00 +0900"
"오후 8시, 강원 5,642명 코로나19 신규 확진",https://news.kbs.co.kr/news/view.do?ncd=5535348&amp;ref=A,"오늘(17일) 새벽 0시부터 오후 8시까지 강원도에선 코로나19 신규 양성 확진자가 18개 시군에서 5,642명... 강원도 내 코로나19 중환자 전담 치료 병상은 전체 46개 가운데 36개가 사용돼 가동률 78%를 보이고...","Wed, 17 Aug 2022 21:48:00 +0900"
맑은 날씨 아래 코로나 검사,http://www.newsis.com/view/?id=NISI20220817_0019143921,코로나19 신규 확진자가 18만803명을 기록하며 18주만에 최고치를 기록한 17일 오후 서울 중구 서울역 임시선별검사소에서 시민들이 코로나19 검사를 받기 위해 대기하고 있다. 2022.08.17. kch0523@newsis.com 공감언론...,"Wed, 17 Aug 2022 13:32:00 +0900"
4차 접종까지 받은 화이자 CEO도 코로나 확진...“매우 가벼운 증상”,https://www.chosun.com/national/welfare-medical/2022/08/16/JCME6TKIGNFXFJAPO3U5P4B4VE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,코로나 백신을 개발한 미 제약사 화이자의 최고경영자(CEO)가 코로나 양성 판정을 받았다. 앨버트 불라 화이자 CEO는 15일(현지 시각) 트위터를 통해 자신의 양성 판정 사실을 밝히면서 코로나 예방접종을 4차까지 받았다고...,"Tue, 16 Aug 2022 10:29:00 +0900"
"바이든 대통령 이어 부인 질 여사도 코로나19 확진, 격리",https://www.asiatoday.co.kr/view.php?key=20220817010009639,"질 바이든 여사, 코로나19 확진 판정 증상 경미, 팍스로비드 처방 바이든 대통령, 음성 판정 불구 10일간 마스크 착용 조 바이든 미국 대통령의 부인인 질 바이든 여사(71)가 16일(현지시간) 신종 코로나바이러스 감염증...","Wed, 17 Aug 2022 00:28:00 +0900"
코로나 이어 또?…中서 백신 없는 신종 전염병 번져,https://www.sedaily.com/NewsView/269TZWRA6T,동물에서 유래한 새 바이러스 ‘랑야 헤니파바이러스’가 중국에서 서서히 번지고 있는 것으로 드러났다. 지난 15일 질병청의 발표에 따르면 2018년 12월부터 지난해 8월까지 중국 산둥성 및 허난성 일부 지역에서 발견된...,"Wed, 17 Aug 2022 12:01:00 +0900"
